Score,review_text
5,"Boy, is this stuff ever amazing! I normally buy this in the decaffeinated version because, quite frankly, I cannot keep the kids out of this stuff!  It's just so easy - grab a teabag, brew it either in hot (add ice cubes) or cold water and voila! Instant iced tea!  If you love the flavored teas in the restaurants during the spring and summer months, well, this will definitely be a treat you won't want to miss.  My son begged me to buy it for him at the grocery and what a neat product!  It's just very, very good, very fast to make, and you don't even have to add sugar.  I'm always amazed at very highly convenient products like this so, I have to ask the question, WHAT TOOK YOU SO LONG?!  Anyway, sure would have been wonderful to have on my trip to England - unless you're in London, it's VERY hard to get a great glass of iced tea.  Had to show my British girlfriend how to make it the other day!  Great, great stuff, highly recommend!"
5,"De Boles Pasta This is a great product for anyone wishing to lower there caloric intake and enjoy pasta. This pasta tasts the same or better then the real thing, unlike whole wheat products. This is a great product just alittle on the expensive side."
5,"These are great! Low sugar, oatmeal-y and yummy...these are a great alternative to some sweeter ""cookies"".  They really have so little sugar, they count as a cracker but my son loves them!<br /><br /><a href=""http://www.amazon.com/gp/product/B000Q71L5U"">Barbara's Bakery Oatmeal Wheat Free Snackimals Animal Cookies, 7.5-Ounce Bags (Pack of 6)</a>"
5,"Good product and price. Originally tried this product after finding it at a local market.  It was in a smaller package, costing almost twice as much per ounce.  There's something about the combination of chewiness and nutty flavor that I almost crave when I'm eating it.  Don't worry, I haven't eaten more than 1/2 cup at one serving and probably had no more than 2 of those servings in one day, so not over-addicted, but also wouldn't be too bad if were. . . ?  I find it tasty and nutritious eaten raw, great for a snack or part of a meal."
4,"Good coffee Well, I wasn't bright when I ordered this coffee and for some reason I thought it came in both single servings and pods. I had to tear the pods open and use just the coffee and that way, it is EXCELLENT coffee. Rich and dark, I really like the flavor. My only complaint is, no, they're not easy to open packets, I have to use scissors and really, does it need all that wasteful packaging? But the coffee itself is very good, though I don't know all the fancy words for describing coffee, I like strong flavor with caffeine, usually choosing medium roasts and this fits the bill."
5,These were great! I highly recommend these bars.  I actually got them because they were my name but ended up really liking them.  I tend to get low blood sugar attacks so I always carry food with me in case I get hungry.  I was surprised that these bars not only tasted good but they also stayed the hunger away for a great deal of time.  I wish I knew where I could purchase them locally.
5,The BEST jam ever! Worth every penny ... nothing compares. I found this jam in a TJ Maxx and wish I had bought more than one. It is that good.
5,LOVE IT!  LOVE IT! This is my favorite by far!  I have it everyday!  I can't find it localy anymore and was glad to find it online!
5,"Everyone Has Different Tastes After reading some of the recent bad reviews, I had to throw my opinion in here.  And no, I'm not an employee of Yogi as one reviewer suggested, just a normal everyday tea drinker (4-7 cups per day).<br /><br />Yogi Super Antioxidant has become my first cup of tea every morning, and I love the taste, it is very well-balanced.  If someone is used to drinking milder regular store brands like Lipton, Bigelow, Tazo, Twinings, etc, I can't imagine there are too many teas made by Yogi, Stash, Organic India, Guayaki...that you would like.  Everyone has different tastes, and not all teas will be appealing to everyone. Most of my family can't stand Yogi Teas, but drink Lipton every day.<br /><br />It is possible some people got a bad box of tea, this has happened to me before.  And trust me, you know when you get a bad box, you think someone put powdered alum in your tea bag!"
1,Did not work This product did not work. I think 2 moths got stuck to the trap and that could have been by chance...
5,"Hot in a good way I love the taste, it's hot in a pleasant way and doesn't have the vinegary aftertaste. This company makes several variants and all are great tasting."
5,"Weber Peppercorn Marinade This marinade started out from Durkee foods and changed to Weber but the item stayed the same.  This is a fantastic steak marinade but becoming harder to find.  We do hope that it is not discontinued, that would be a big mistake and we would not purchase any other Weber products and tell our friends to do the same."
4,Manuka Honey from New Zealand The shipment came in a timely fashion and package arrived undamaged. This honey arrived as advertised. Bottle was sealed appropriately.
5,"These are the best I love larabars but these are one of my favorite flavors. Crunchy nuts with that little zing of ginger and spice, very yummy."
5,"ez sweetz I read the reviews before purchasing this item and its true its not as sweet as the company claims. One drop doesn't equal one packet of splendia regardless of which size you buy. It takes two drops to equal one packet even when you use the tiny size bottles.<br /><br />But I don't care!!!! It's awesome. NO CARBS!! I use it in my ice cream maker, in my coffee, cooking etc. I love this product and the price too. Plus, if you go to their Facebook page they have a 30% coupon which I used."
5,great treat for the money My dog loves these treats...She actully expects them...she likes them so much she goes and sits where there at everyday and looks at them quickly...then back at you until she gets one ...best treat i've ever found too that doesn't cause my dog to itch...no corn or wheat...great product.
